listing_id,coe_text
1002588,(8yrs 1mth 15days COE left)                            
942709,(4mths 2days COE left)                            
1027221,(7yrs 7mths 24days COE left)                            
1031269,(10yrs  COE left)                            
1008250,(7yrs 8mths 20days COE left)                            
1028613,(5yrs 9mths 12days COE left)                            
975988,(4yrs 9mths 17days COE left)                            
985341,(5yrs  COE left)                            
959727,"
								N.A.                            "
1028595,(2yrs 10days COE left)                            
1025662,(6yrs 10mths 30days COE left)                            
979799,(3yrs 9mths 24days COE left)                            
1026645,(5yrs 10mths 13days COE left)                            
1016301,(8yrs 11mths 4days COE left)                            
1016941,(2yrs 4mths 19days COE left)                            
1006763,(5yrs 7mths 28days COE left)                            
1030553,(10yrs  COE left)                            
1022215,(8yrs 11mths 3days COE left)                            
1010555,(7yrs 11mths 28days COE left)                            
987535,(8yrs 4mths 22days COE left)                            
1025214,(2yrs 7mths 3days COE left)                            
1028173,(7yrs 6mths 5days COE left)                            
1005487,(4yrs 5mths 12days COE left)                            
1026192,(7yrs 4mths 9days COE left)                            
1022803,(6yrs 6mths 20days COE left)                            
1031176,(5mths 25days COE left)                            
1023821,(7yrs 1mth 9days COE left)                            
1024109,(4yrs 8mths 5days COE left)                            
1020823,(3yrs 4mths 1day COE left)                            
1026145,(9yrs 1mth 16days COE left)                            
1023577,(6yrs 2mths 10days COE left)                            
921646,(2yrs 1mth 8days COE left)                            
995966,(10yrs  COE left)                            
1000611,(8yrs 4mths 15days COE left)                            
1023619,(6yrs 1mth 4days COE left)                            
965253,(9yrs 3mths 2days COE left)                            
1030768,(5yrs 4mths 3days COE left)                            
967117,(6yrs 7mths 6days COE left)                            
1018082,(4yrs 29days COE left)                            
991452,(8yrs 1mth 3days COE left)                            
1005475,(8yrs 2mths 28days COE left)                            
1030190,(4yrs 1mth 21days COE left)                            
1023979,(6yrs 5mths 3days COE left)                            
1023057,(3yrs 9mths 24days COE left)                            
1010002,(2yrs 8mths 13days COE left)                            
1023198,(4yrs 5mths 10days COE left)                            
965836,(5yrs 7mths 21days COE left)                            
1024802,(5yrs 4mths 2days COE left)                            
1004961,(8yrs 9mths 6days COE left)                            
1015990,(6yrs 6mths  COE left)                            
1018318,(9yrs 6mths 5days COE left)                            
1022683,(3yrs 4mths 17days COE left)                            
1025692,(5yrs 3mths 7days COE left)                            
1015636,(2yrs 7mths 17days COE left)                            
1022260,(6yrs 6mths 12days COE left)                            
1014374,(11mths 5days COE left)                            
1027711,(4yrs 9mths 2days COE left)                            
1022947,(4yrs 4mths 6days COE left)                            
1024561,(2mths 11days COE left)                            
978226,(5yrs 2mths 15days COE left)                            
1003310,(3yrs 10mths 22days COE left)                            
1009250,(1yr 2mths 30days COE left)                            
977061,(3yrs 3mths 6days COE left)                            
1025858,(2yrs 5mths 5days COE left)                            
989219,(5yrs 2mths 28days COE left)                            
